id,q1_1,q1_2,q1_3,op,q2_1,q2_2,q2_3
24622,3,4,6,-,0,5,6
24623,5,1,8,-,0,4,8
24624,4,3,8,-,0,7,8
24625,4,2,4,-,0,3,4
24626,6,2,4,-,0,3,4
24627,3,2,4,-,0,3,4
24628,4,1,8,-,0,6,8
24629,4,3,7,-,0,6,7
24630,5,3,5,-,0,4,5
24631,6,6,8,-,0,7,8
24632,5,3,9,-,0,8,9
24633,6,3,9,-,0,7,9
24634,4,2,8,-,0,3,8
24635,2,3,7,-,0,5,7
24636,6,3,9,-,0,8,9
24637,4,4,7,-,0,6,7
24638,4,2,9,-,0,7,9
24639,5,4,9,-,0,5,9
24640,4,2,8,-,0,6,8
24641,3,3,8,-,0,5,8
24642,6,3,6,-,0,5,6
24643,4,3,9,-,0,8,9
24644,5,5,8,-,0,7,8
24645,4,3,6,-,0,4,6
24646,5,4,9,-,0,6,9
24647,3,3,7,-,0,5,7
24648,4,1,6,-,0,3,6
24649,5,1,6,-,0,2,6
24650,6,1,3,-,0,2,3
24651,3,2,7,-,0,3,7
24652,4,1,3,-,0,2,3
24653,4,1,6,-,0,4,6
24654,3,1,5,-,0,3,5
24655,3,1,5,-,0,2,5
24656,3,2,8,-,0,7,8
24657,3,2,5,-,0,3,5
24658,5,5,7,-,0,6,7
24659,3,2,8,-,0,3,8
24660,4,1,5,-,0,4,5
24661,6,2,9,-,0,3,9
24662,6,4,8,-,0,7,8
24663,6,4,9,-,0,6,9
24664,5,2,9,-,0,3,9
24665,6,1,3,-,0,2,3
24666,4,4,9,-,0,5,9
24667,5,3,8,-,0,6,8
24668,6,2,8,-,0,6,8
24669,5,2,9,-,0,7,9
24670,4,4,9,-,0,6,9
24671,3,1,8,-,0,5,8
24672,6,1,5,-,0,3,5
24673,6,2,4,-,0,3,4
24674,5,4,6,-,0,5,6
24675,4,1,9,-,0,4,9
24676,5,2,5,-,0,3,5
24677,6,5,9,-,0,7,9
24678,5,1,8,-,0,6,8
24679,3,2,8,-,0,7,8
24680,4,1,4,-,0,2,4
24681,2,1,8,-,0,7,8
24682,5,2,6,-,0,3,6
24683,4,1,6,-,0,4,6
24684,5,2,7,-,0,6,7
24685,6,3,9,-,0,7,9
24686,4,1,4,-,0,3,4
24687,3,3,9,-,0,7,9
24688,5,1,5,-,0,2,5
24689,5,2,9,-,0,6,9
24690,5,5,9,-,0,6,9
24691,5,3,7,-,0,6,7
24692,4,1,9,-,0,3,9
24693,4,4,7,-,0,5,7
24694,5,3,8,-,0,4,8
24695,2,2,9,-,0,7,9
24696,6,4,9,-,0,8,9
24697,6,4,8,-,0,7,8
24698,5,3,6,-,0,5,6
24699,6,4,9,-,0,5,9
24700,2,1,7,-,0,2,7
24701,4,3,7,-,0,4,7
24702,4,3,9,-,0,7,9
24703,4,1,9,-,0,5,9
24704,4,1,8,-,0,4,8
24705,6,4,8,-,0,5,8
24706,6,2,4,-,0,3,4
24707,6,6,9,-,0,8,9
24708,2,2,6,-,0,4,6
24709,3,1,6,-,0,3,6
24710,5,1,9,-,0,5,9
24711,6,5,9,-,0,8,9
24712,5,5,7,-,0,6,7
24713,5,3,8,-,0,5,8
24714,6,1,5,-,0,2,5
24715,6,6,8,-,0,7,8
24716,3,3,6,-,0,4,6
24717,4,1,8,-,0,7,8
24718,3,6,9,-,0,7,9
24719,5,4,9,-,0,5,9
24720,5,1,8,-,0,2,8
24721,4,2,9,-,0,4,9
24722,6,2,9,-,0,8,9
24723,6,4,9,-,0,8,9
24724,4,2,5,-,0,4,5
24725,4,3,8,-,0,5,8
24726,5,1,4,-,0,2,4
24727,6,1,9,-,0,3,9
24728,6,2,5,-,0,4,5
24729,3,2,6,-,0,3,6
24730,5,1,4,-,0,3,4
24731,6,3,7,-,0,6,7
24732,3,1,8,-,0,5,8
24733,3,1,6,-,0,4,6
24734,3,2,7,-,0,4,7
24735,4,1,8,-,0,5,8
24736,2,4,9,-,0,8,9
24737,6,5,9,-,0,6,9
24738,5,1,4,-,0,2,4
24739,2,3,9,-,0,6,9
24740,5,3,9,-,0,7,9
24741,2,2,8,-,0,4,8
24742,4,1,7,-,0,6,7
24743,6,3,9,-,0,8,9
24744,6,2,8,-,0,5,8
24745,5,4,7,-,0,6,7
24746,5,4,7,-,0,6,7
24747,2,3,9,-,0,8,9
24748,4,3,7,-,0,4,7
24749,4,1,9,-,0,8,9
24750,5,4,9,-,0,7,9
24751,5,1,9,-,0,6,9
24752,5,3,7,-,0,4,7
24753,3,5,9,-,0,7,9
24754,6,3,8,-,0,6,8
24755,6,1,4,-,0,3,4
24756,5,2,9,-,0,7,9
24757,5,1,8,-,0,4,8
24758,4,1,4,-,0,2,4
24759,4,2,9,-,0,3,9
24760,6,1,7,-,0,6,7
24761,3,5,8,-,0,6,8
24762,3,2,9,-,0,5,9
24763,4,3,9,-,0,7,9
24764,6,1,7,-,0,2,7
24765,6,1,3,-,0,2,3
24766,2,1,9,-,0,3,9
24767,3,1,8,-,0,4,8
24768,5,3,5,-,0,4,5
24769,6,2,9,-,0,3,9
24770,6,4,8,-,0,6,8
24771,5,4,8,-,0,5,8
24772,6,1,6,-,0,5,6
24773,6,4,9,-,0,5,9
24774,3,1,9,-,0,5,9
24775,4,1,6,-,0,2,6
24776,6,1,4,-,0,2,4
24777,6,4,7,-,0,5,7
24778,5,1,8,-,0,3,8
24779,6,3,8,-,0,6,8
24780,2,1,9,-,0,5,9
24781,5,2,8,-,0,4,8
24782,3,2,8,-,0,3,8
24783,6,3,7,-,0,5,7
24784,3,2,9,-,0,7,9
24785,5,2,9,-,0,5,9
24786,4,1,8,-,0,6,8
24787,6,2,5,-,0,4,5
24788,3,1,6,-,0,3,6
24789,6,2,8,-,0,3,8
24790,6,3,7,-,0,5,7
24791,3,1,5,-,0,2,5
24792,2,2,7,-,0,6,7
24793,5,2,6,-,0,5,6
24794,6,1,7,-,0,5,7
24795,6,2,5,-,0,3,5
24796,4,2,6,-,0,4,6
24797,6,2,8,-,0,3,8
24798,3,3,8,-,0,7,8
24799,2,2,6,-,0,3,6
24800,5,4,9,-,0,8,9
24801,5,1,9,-,0,3,9
24802,4,1,9,-,0,2,9
24803,3,1,7,-,0,6,7
24804,5,5,8,-,0,7,8
24805,4,3,6,-,0,5,6
24806,4,1,7,-,0,2,7
24807,6,2,6,-,0,3,6
24808,4,1,6,-,0,2,6
24809,5,3,7,-,0,4,7
24810,6,2,9,-,0,6,9
24811,5,1,7,-,0,2,7
24812,5,4,9,-,0,7,9
24813,5,3,9,-,0,5,9
24814,6,5,9,-,0,7,9
24815,4,2,9,-,0,8,9
24816,6,3,6,-,0,4,6
24817,6,3,6,-,0,4,6
24818,6,3,7,-,0,5,7
24819,5,1,5,-,0,4,5
24820,6,1,8,-,0,6,8
24821,3,1,9,-,0,8,9
24822,6,3,8,-,0,5,8
24823,6,1,9,-,0,6,9
24824,5,3,8,-,0,7,8
24825,5,1,7,-,0,4,7
24826,6,3,5,-,0,4,5
24827,6,2,5,-,0,4,5
24828,5,4,8,-,0,6,8
24829,2,1,7,-,0,5,7
24830,4,3,6,-,0,5,6
24831,6,5,9,-,0,8,9
24832,5,2,5,-,0,4,5
24833,5,1,6,-,0,5,6
24834,5,4,7,-,0,5,7
24835,6,2,5,-,0,3,5
24836,6,3,6,-,0,5,6
24837,6,2,5,-,0,3,5
24838,6,1,6,-,0,3,6
24839,4,3,9,-,0,7,9
24840,4,3,8,-,0,6,8
24841,5,6,9,-,0,7,9
24842,6,3,5,-,0,4,5
24843,6,2,8,-,0,7,8
24844,5,4,8,-,0,5,8
24845,5,3,9,-,0,5,9
24846,6,2,6,-,0,3,6
24847,5,3,8,-,0,6,8
24848,6,1,6,-,0,5,6
24849,5,4,9,-,0,5,9
24850,6,1,9,-,0,7,9
24851,6,2,9,-,0,8,9
24852,6,1,7,-,0,3,7
24853,3,5,9,-,0,8,9
24854,4,1,7,-,0,2,7
24855,4,1,6,-,0,5,6
24856,6,2,9,-,0,5,9
24857,5,1,9,-,0,2,9
24858,5,1,8,-,0,3,8
24859,5,2,5,-,0,3,5
24860,3,1,4,-,0,3,4
24861,3,3,9,-,0,6,9
24862,5,2,5,-,0,4,5
24863,6,4,8,-,0,6,8
24864,6,1,7,-,0,2,7
24865,6,1,8,-,0,4,8
24866,3,1,7,-,0,3,7
24867,5,1,9,-,0,4,9
24868,5,2,8,-,0,3,8
24869,6,1,8,-,0,2,8
24870,5,1,7,-,0,6,7
24871,3,2,6,-,0,4,6
24872,6,1,6,-,0,4,6
24873,6,4,9,-,0,7,9
24874,3,3,9,-,0,8,9
24875,3,2,8,-,0,6,8
24876,3,3,8,-,0,5,8
24877,6,1,6,-,0,4,6
24878,3,1,7,-,0,2,7
24879,6,1,6,-,0,5,6
24880,6,4,8,-,0,6,8
24881,4,1,7,-,0,5,7
24882,5,1,4,-,0,3,4
24883,2,2,9,-,0,3,9
24884,6,4,7,-,0,5,7
24885,5,2,8,-,0,7,8
24886,5,1,5,-,0,4,5
24887,3,1,8,-,0,6,8
24888,5,5,9,-,0,6,9
24889,4,3,9,-,0,4,9
24890,4,3,8,-,0,6,8
24891,6,1,7,-,0,2,7
24892,3,1,4,-,0,2,4
24893,3,1,8,-,0,7,8
24894,6,3,8,-,0,5,8
24895,3,2,9,-,0,3,9
24896,5,3,6,-,0,5,6
24897,3,1,9,-,0,7,9
24898,5,2,6,-,0,5,6
24899,5,3,8,-,0,5,8
24900,5,1,5,-,0,3,5
24901,3,1,9,-,0,3,9
24902,4,1,5,-,0,3,5
24903,3,2,9,-,0,4,9
24904,6,2,7,-,0,4,7
24905,6,4,9,-,0,7,9
24906,3,3,8,-,0,6,8
24907,6,4,8,-,0,6,8
24908,5,1,8,-,0,2,8
24909,6,1,5,-,0,3,5
24910,4,2,9,-,0,4,9
24911,4,4,9,-,0,5,9
24912,4,4,9,-,0,7,9
24913,6,1,6,-,0,2,6
24914,3,1,5,-,0,4,5
24915,4,3,9,-,0,8,9
24916,3,1,5,-,0,4,5
24917,5,1,9,-,0,6,9
24918,3,3,9,-,0,8,9
24919,6,1,8,-,0,7,8
24920,4,1,9,-,0,5,9
24921,6,2,7,-,0,5,7
24922,4,1,8,-,0,6,8
24923,5,5,9,-,0,8,9
24924,6,4,9,-,0,8,9
24925,3,1,7,-,0,4,7
24926,5,2,5,-,0,4,5
24927,3,1,9,-,0,4,9
24928,5,2,7,-,0,4,7
24929,4,1,7,-,0,5,7
24930,4,1,5,-,0,4,5
24931,3,1,6,-,0,5,6
24932,6,2,8,-,0,7,8
24933,6,1,4,-,0,3,4
24934,5,1,6,-,0,2,6
24935,5,2,6,-,0,3,6
24936,6,2,6,-,0,3,6
24937,3,2,8,-,0,6,8
24938,6,3,5,-,0,4,5
24939,5,2,9,-,0,4,9
24940,2,3,8,-,0,5,8
24941,6,2,6,-,0,3,6
24942,6,5,9,-,0,8,9
24943,2,1,7,-,0,4,7
24944,4,2,6,-,0,3,6
24945,6,1,5,-,0,3,5
24946,4,4,8,-,0,6,8
24947,4,5,9,-,0,7,9
24948,6,1,9,-,0,5,9
24949,4,3,7,-,0,6,7
24950,4,1,6,-,0,3,6
24951,6,4,9,-,0,6,9
24952,5,3,8,-,0,6,8
24953,6,2,7,-,0,3,7
24954,4,1,3,-,0,2,3
24955,5,2,6,-,0,4,6
24956,5,1,7,-,0,3,7
24957,5,1,5,-,0,2,5
24958,6,2,8,-,0,3,8
24959,3,2,7,-,0,5,7
24960,6,3,8,-,0,7,8
24961,3,2,7,-,0,4,7
24962,6,3,9,-,0,8,9
24963,6,2,8,-,0,4,8
24964,3,1,8,-,0,2,8
24965,5,4,8,-,0,5,8
24966,5,3,9,-,0,7,9
24967,3,1,9,-,0,2,9
24968,5,1,5,-,0,2,5
24969,4,4,9,-,0,8,9
24970,6,1,4,-,0,3,4
24971,6,4,7,-,0,6,7
24972,6,3,8,-,0,6,8
24973,5,1,4,-,0,2,4
24974,6,3,9,-,0,5,9
24975,5,4,9,-,0,7,9
24976,4,1,8,-,0,3,8
24977,6,2,9,-,0,5,9
24978,6,1,5,-,0,2,5
24979,5,2,7,-,0,6,7
24980,6,2,7,-,0,3,7
24981,4,5,9,-,0,7,9
24982,5,2,9,-,0,7,9
24983,3,2,7,-,0,6,7
24984,6,1,7,-,0,4,7
24985,5,1,7,-,0,2,7
24986,6,2,9,-,0,7,9
24987,3,4,8,-,0,6,8
24988,6,2,7,-,0,6,7
24989,2,1,9,-,0,6,9
24990,6,1,8,-,0,2,8
24991,6,2,9,-,0,8,9
24992,5,1,8,-,0,6,8
24993,6,2,9,-,0,4,9
24994,3,2,8,-,0,4,8
24995,5,3,7,-,0,5,7
24996,4,1,9,-,0,8,9
24997,5,3,9,-,0,6,9
24998,6,2,6,-,0,5,6
24999,5,2,5,-,0,3,5
25000,6,1,4,-,0,2,4
25001,6,1,6,-,0,5,6
25002,6,1,9,-,0,4,9
25003,6,3,6,-,0,5,6
25004,5,3,9,-,0,4,9
25005,6,4,8,-,0,5,8
25006,5,1,4,-,0,2,4
25007,4,3,9,-,0,5,9
25008,5,2,8,-,0,4,8
25009,6,1,6,-,0,4,6
25010,6,1,9,-,0,4,9
25011,6,3,8,-,0,7,8
25012,5,2,9,-,0,6,9
25013,6,3,8,-,0,6,8
25014,4,1,8,-,0,4,8
25015,5,1,4,-,0,3,4
25016,5,4,8,-,0,7,8
25017,3,3,8,-,0,6,8
25018,6,1,8,-,0,4,8
25019,4,1,7,-,0,4,7
25020,5,4,9,-,0,6,9
25021,4,4,8,-,0,6,8
25022,6,1,8,-,0,4,8
25023,4,2,5,-,0,3,5
25024,2,1,8,-,0,3,8
25025,4,2,9,-,0,7,9
25026,4,2,9,-,0,5,9
25027,4,2,8,-,0,5,8
25028,5,1,8,-,0,5,8
25029,5,1,9,-,0,7,9
25030,5,1,9,-,0,7,9
25031,5,1,8,-,0,6,8
25032,5,1,9,-,0,4,9
25033,6,1,5,-,0,2,5
25034,6,2,9,-,0,7,9
25035,5,2,8,-,0,4,8
25036,6,3,6,-,0,4,6
25037,3,2,6,-,0,4,6
25038,6,1,8,-,0,2,8
25039,4,2,7,-,0,6,7
25040,5,1,7,-,0,4,7
25041,6,3,8,-,0,5,8
25042,5,1,8,-,0,7,8
25043,6,4,8,-,0,7,8
25044,6,4,9,-,0,7,9
25045,6,2,9,-,0,6,9
25046,5,1,9,-,0,2,9
25047,4,1,8,-,0,7,8
25048,5,4,9,-,0,5,9
25049,2,2,9,-,0,5,9
25050,4,1,8,-,0,2,8
25051,5,2,6,-,0,5,6
25052,6,3,8,-,0,7,8
25053,6,3,9,-,0,6,9
25054,5,1,9,-,0,7,9
25055,4,2,9,-,0,4,9
25056,6,4,7,-,0,6,7
25057,6,1,5,-,0,2,5
25058,6,3,7,-,0,4,7
25059,6,4,9,-,0,6,9
25060,4,2,8,-,0,7,8
25061,6,2,7,-,0,4,7
25062,4,1,7,-,0,6,7
25063,5,3,7,-,0,5,7
25064,4,1,9,-,0,4,9
25065,5,1,8,-,0,4,8
25066,6,4,7,-,0,6,7
25067,5,1,6,-,0,4,6
25068,6,4,9,-,0,7,9
25069,6,2,6,-,0,5,6
25070,5,2,8,-,0,7,8
25071,4,1,4,-,0,2,4
25072,6,3,8,-,0,4,8
25073,4,2,6,-,0,4,6
25074,5,2,8,-,0,7,8
25075,5,1,6,-,0,2,6
25076,3,4,9,-,0,7,9
25077,6,3,8,-,0,4,8
25078,6,1,5,-,0,4,5
25079,4,2,8,-,0,3,8
25080,6,1,7,-,0,5,7
25081,6,3,9,-,0,4,9
25082,4,1,9,-,0,4,9
25083,6,3,6,-,0,4,6
25084,5,3,9,-,0,6,9
25085,3,1,9,-,0,3,9
25086,6,1,8,-,0,2,8
25087,4,1,7,-,0,3,7
25088,5,2,8,-,0,7,8
25089,6,4,9,-,0,5,9
25090,4,1,6,-,0,5,6
25091,4,2,6,-,0,3,6
25092,6,3,9,-,0,5,9
25093,5,2,6,-,0,4,6
25094,6,3,8,-,0,4,8
25095,5,3,9,-,0,5,9
25096,6,2,9,-,0,7,9
25097,6,2,7,-,0,3,7
25098,6,3,6,-,0,4,6
25099,6,1,4,-,0,2,4
25100,6,3,9,-,0,8,9
25101,6,3,8,-,0,5,8
25102,3,1,8,-,0,2,8
25103,4,1,5,-,0,3,5
25104,4,2,9,-,0,5,9
25105,5,3,9,-,0,7,9
25106,6,3,9,-,0,7,9
25107,5,2,9,-,0,6,9
25108,3,3,9,-,0,6,9
25109,6,3,9,-,0,8,9
25110,4,1,8,-,0,5,8
25111,5,2,7,-,0,5,7
25112,2,1,8,-,0,4,8
25113,5,2,6,-,0,4,6
25114,3,1,6,-,0,2,6
25115,4,3,7,-,0,5,7
25116,5,1,9,-,0,3,9
25117,6,2,5,-,0,4,5
25118,5,1,5,-,0,2,5
25119,4,2,9,-,0,8,9
25120,6,2,8,-,0,5,8
25121,6,1,7,-,0,2,7
25122,6,2,7,-,0,5,7
25123,2,1,6,-,0,3,6
25124,5,3,8,-,0,6,8
25125,6,2,7,-,0,6,7
25126,5,4,8,-,0,6,8
25127,6,1,9,-,0,7,9
25128,6,1,9,-,0,5,9
25129,6,1,8,-,0,6,8
25130,5,3,7,-,0,4,7
25131,5,4,9,-,0,8,9
25132,5,1,9,-,0,8,9
25133,6,2,8,-,0,4,8
25134,6,5,9,-,0,6,9
25135,4,2,8,-,0,7,8
25136,5,1,7,-,0,5,7
25137,5,4,8,-,0,7,8
25138,5,2,8,-,0,5,8
25139,4,2,9,-,0,3,9
25140,5,1,5,-,0,3,5
25141,3,1,7,-,0,2,7
25142,5,2,9,-,0,8,9
25143,6,1,4,-,0,2,4
25144,5,3,9,-,0,4,9
25145,6,4,8,-,0,6,8
25146,5,3,9,-,0,8,9
25147,5,1,6,-,0,3,6
25148,6,2,7,-,0,4,7
25149,6,2,8,-,0,7,8
25150,5,1,7,-,0,3,7
25151,5,1,9,-,0,2,9
25152,4,3,8,-,0,4,8
25153,4,2,8,-,0,6,8
25154,6,3,7,-,0,5,7
25155,3,1,7,-,0,6,7
25156,4,1,9,-,0,6,9
25157,6,4,8,-,0,7,8
25158,6,3,9,-,0,7,9
25159,3,2,7,-,0,5,7
25160,6,2,9,-,0,6,9
25161,6,2,7,-,0,5,7
25162,4,4,9,-,0,7,9
25163,6,2,9,-,0,5,9
25164,6,1,9,-,0,8,9
25165,4,1,8,-,0,3,8
25166,6,1,7,-,0,4,7
25167,6,3,9,-,0,4,9
25168,5,2,7,-,0,3,7
25169,6,1,5,-,0,4,5
25170,5,2,7,-,0,3,7
25171,6,1,9,-,0,6,9
25172,6,1,8,-,0,3,8
25173,5,1,6,-,0,4,6
25174,4,1,8,-,0,2,8
25175,5,2,7,-,0,4,7
25176,5,1,5,-,0,4,5
25177,3,3,9,-,0,5,9
25178,4,1,8,-,0,4,8
25179,6,3,9,-,0,5,9
25180,3,1,9,-,0,6,9
25181,6,1,9,-,0,2,9
25182,6,3,7,-,0,4,7
25183,6,4,7,-,0,5,7
25184,5,1,7,-,0,5,7
25185,6,3,9,-,0,6,9
25186,6,1,5,-,0,3,5
25187,4,1,6,-,0,3,6
25188,6,1,8,-,0,5,8
25189,5,2,6,-,0,3,6
25190,5,3,9,-,0,4,9
25191,6,1,8,-,0,5,8
25192,6,2,8,-,0,4,8
25193,5,1,9,-,0,3,9
25194,3,3,8,-,0,7,8
25195,4,3,9,-,0,5,9
25196,4,1,9,-,0,6,9
25197,5,1,6,-,0,3,6
25198,6,2,9,-,0,3,9
25199,6,1,9,-,0,4,9
25200,3,3,8,-,0,4,8
25201,6,1,5,-,0,4,5
25202,6,2,9,-,0,6,9
25203,4,2,7,-,0,5,7
25204,6,1,9,-,0,5,9
25205,5,1,6,-,0,5,6
25206,5,3,9,-,0,5,9
25207,6,1,8,-,0,5,8
25208,6,1,9,-,0,6,9
25209,6,1,7,-,0,5,7
25210,4,2,9,-,0,6,9
25211,5,1,6,-,0,5,6
25212,6,1,7,-,0,6,7
25213,6,3,7,-,0,5,7
25214,6,1,8,-,0,3,8
25215,4,2,7,-,0,4,7
25216,5,3,8,-,0,4,8
25217,6,2,8,-,0,7,8
25218,6,3,7,-,0,6,7
25219,5,1,9,-,0,5,9
25220,4,4,9,-,0,5,9
25221,6,1,8,-,0,4,8
25222,5,1,6,-,0,4,6
25223,5,2,8,-,0,5,8
25224,4,2,9,-,0,7,9
25225,6,3,7,-,0,4,7
25226,6,1,8,-,0,5,8
25227,6,3,8,-,0,7,8
25228,4,2,8,-,0,6,8
25229,5,2,9,-,0,4,9
25230,6,3,9,-,0,6,9
25231,6,2,9,-,0,3,9
25232,6,4,9,-,0,7,9
25233,4,1,7,-,0,5,7
25234,4,2,5,-,0,4,5
25235,6,1,7,-,0,6,7
25236,5,1,5,-,0,3,5
25237,5,2,9,-,0,8,9
25238,4,1,7,-,0,4,7
25239,3,2,9,-,0,3,9
25240,3,2,9,-,0,8,9
25241,6,1,7,-,0,3,7
25242,4,1,9,-,0,7,9
25243,5,1,7,-,0,6,7
25244,6,1,6,-,0,4,6
25245,5,1,7,-,0,6,7
25246,6,3,9,-,0,6,9
25247,5,1,9,-,0,3,9
25248,6,2,7,-,0,6,7
25249,6,2,8,-,0,3,8
25250,6,1,9,-,0,4,9
25251,5,1,8,-,0,7,8
25252,4,3,9,-,0,6,9
25253,5,3,9,-,0,8,9
25254,6,2,8,-,0,6,8
25255,4,1,6,-,0,5,6
25256,6,1,9,-,0,8,9
25257,6,1,8,-,0,7,8
25258,6,1,6,-,0,5,6
25259,6,1,9,-,0,4,9
25260,6,1,6,-,0,3,6
25261,4,3,8,-,0,5,8
25262,6,1,7,-,0,6,7
25263,5,1,6,-,0,3,6
25264,5,1,8,-,0,5,8
25265,6,1,9,-,0,8,9
25266,5,1,9,-,0,8,9
25267,5,2,8,-,0,6,8
25268,3,1,9,-,0,2,9
25269,5,2,8,-,0,6,8
25270,5,2,9,-,0,3,9
25271,6,2,7,-,0,6,7
25272,6,2,8,-,0,4,8
25273,5,1,8,-,0,5,8
25274,6,2,6,-,0,4,6
25275,4,1,9,-,0,7,9
25276,5,1,7,-,0,6,7
25277,6,1,8,-,0,3,8
25278,6,1,8,-,0,7,8
25279,6,2,8,-,0,5,8
25280,6,3,8,-,0,5,8
25281,5,3,8,-,0,7,8
25282,4,3,9,-,0,8,9
25283,5,2,9,-,0,4,9
25284,5,2,9,-,0,6,9
25285,4,2,7,-,0,4,7
25286,5,1,8,-,0,6,8
25287,3,2,8,-,0,5,8
25288,4,2,9,-,0,6,9
25289,6,3,9,-,0,7,9
25290,6,1,8,-,0,2,8
25291,6,2,7,-,0,5,7
25292,6,1,7,-,0,5,7
25293,4,2,8,-,0,3,8
25294,6,2,6,-,0,4,6
25295,6,2,8,-,0,7,8
25296,6,2,8,-,0,5,8
25297,6,2,9,-,0,7,9
25298,6,2,8,-,0,5,8
25299,4,2,7,-,0,6,7
25300,6,1,4,-,0,3,4
25301,6,1,9,-,0,8,9
25302,6,2,6,-,0,4,6
25303,6,1,9,-,0,6,9
25304,5,2,8,-,0,3,8
25305,5,1,8,-,0,5,8
25306,6,3,9,-,0,4,9
25307,3,1,8,-,0,7,8
25308,6,2,7,-,2,0,0
25309,4,5,6,-,2,0,0
25310,3,7,9,-,2,0,0
25311,3,4,7,-,1,0,0
25312,6,3,7,-,1,0,0
25313,5,2,6,-,3,0,0
25314,3,3,6,-,2,0,0
25315,5,3,9,-,2,0,0
25316,6,3,4,-,4,0,0
25317,5,2,3,-,3,0,0
25318,5,3,8,-,4,0,0
25319,3,2,9,-,2,0,0
25320,4,2,6,-,2,0,0
25321,5,2,7,-,2,0,0
25322,5,4,7,-,4,0,0
25323,5,5,8,-,1,0,0
25324,4,7,9,-,3,0,0
25325,6,5,6,-,1,0,0
25326,4,3,8,-,2,0,0
25327,6,2,4,-,4,0,0
25328,3,4,9,-,1,0,0
25329,6,7,8,-,5,0,0
25330,6,4,6,-,1,0,0
25331,4,5,9,-,2,0,0
25332,4,7,8,-,3,0,0
25333,4,2,9,-,2,0,0
25334,3,5,6,-,2,0,0
25335,5,6,9,-,2,0,0
25336,4,1,5,-,1,0,0
25337,4,7,8,-,2,0,0
25338,3,2,7,-,2,0,0
25339,3,7,9,-,1,0,0
25340,4,3,5,-,2,0,0
25341,4,2,9,-,3,0,0
25342,4,4,7,-,2,0,0
25343,6,3,7,-,5,0,0
25344,5,1,4,-,3,0,0
25345,4,2,5,-,3,0,0
25346,4,5,7,-,1,0,0
25347,3,4,9,-,2,0,0
25348,4,7,8,-,1,0,0
25349,2,2,8,-,1,0,0
25350,2,7,8,-,1,0,0
25351,2,6,9,-,1,0,0
25352,3,3,6,-,1,0,0
25353,5,3,8,-,1,0,0
25354,3,2,4,-,1,0,0
25355,6,1,6,-,5,0,0
25356,5,4,6,-,3,0,0
25357,5,3,4,-,2,0,0
25358,2,5,6,-,1,0,0
25359,3,7,8,-,1,0,0
25360,2,1,6,-,1,0,0
25361,5,6,9,-,1,0,0
25362,3,6,7,-,1,0,0
25363,5,6,8,-,4,0,0
25364,5,4,7,-,3,0,0
25365,2,7,9,-,1,0,0
25366,3,1,6,-,2,0,0
25367,6,1,4,-,2,0,0
25368,5,5,9,-,4,0,0
25369,3,1,3,-,2,0,0
25370,5,5,7,-,2,0,0
25371,4,4,5,-,2,0,0
25372,5,3,5,-,2,0,0
25373,3,6,7,-,2,0,0
25374,6,1,7,-,3,0,0
25375,5,1,7,-,1,0,0
25376,4,4,6,-,2,0,0
25377,6,6,8,-,5,0,0
25378,2,1,5,-,1,0,0
25379,3,1,5,-,1,0,0
25380,6,7,9,-,1,0,0
25381,5,2,7,-,4,0,0
25382,6,2,8,-,1,0,0
25383,5,6,7,-,1,0,0
25384,6,6,7,-,2,0,0
25385,4,2,4,-,1,0,0
25386,2,3,8,-,1,0,0
25387,5,3,6,-,4,0,0
25388,6,1,9,-,5,0,0
25389,4,1,8,-,1,0,0
25390,4,1,5,-,2,0,0
25391,5,4,8,-,3,0,0
25392,2,1,9,-,1,0,0
25393,5,7,8,-,2,0,0
25394,6,1,9,-,1,0,0
25395,5,1,3,-,3,0,0
25396,6,5,8,-,1,0,0
25397,6,4,5,-,5,0,0
25398,4,1,3,-,1,0,0
25399,3,1,7,-,2,0,0
25400,6,1,6,-,2,0,0
25401,6,5,6,-,3,0,0
25402,6,3,9,-,4,0,0
25403,6,4,9,-,4,0,0
25404,2,6,7,-,1,0,0
25405,5,1,8,-,3,0,0
25406,4,7,9,-,1,0,0
25407,4,6,8,-,1,0,0
25408,2,1,7,-,1,0,0
25409,6,2,5,-,4,0,0
25410,6,3,8,-,2,0,0
25411,5,2,6,-,4,0,0
25412,5,4,9,-,3,0,0
25413,5,1,6,-,2,0,0
25414,2,2,3,-,1,0,0
25415,2,3,9,-,1,0,0
25416,6,7,8,-,3,0,0
25417,5,2,9,-,4,0,0
25418,5,3,6,-,3,0,0
25419,2,3,7,-,1,0,0
25420,6,5,6,-,5,0,0
25421,5,3,7,-,1,0,0
25422,3,4,6,-,2,0,0
25423,6,2,9,-,4,0,0
25424,5,2,8,-,3,0,0
25425,6,1,9,-,4,0,0
25426,2,3,4,-,1,0,0
25427,2,5,8,-,1,0,0
25428,4,2,4,-,3,0,0
25429,6,6,8,-,4,0,0
25430,6,2,8,-,5,0,0
25431,2,4,8,-,1,0,0
25432,3,6,8,-,2,0,0
25433,4,6,9,-,3,0,0
25434,5,4,8,-,1,0,0
25435,5,7,9,-,3,0,0
25436,6,4,7,-,1,0,0
25437,6,1,4,-,4,0,0
25438,6,5,7,-,5,0,0
25439,4,2,8,-,2,0,0
25440,2,2,9,-,1,0,0
25441,6,5,9,-,1,0,0
25442,5,2,8,-,1,0,0
